"Number of students passing a BTEC extended diploma by institution, subject and grade achieved",,,,,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Triple Distinction Star,Double Distinction Star Distinction,Distinction Star Double Distinction,Triple Distinction,Double Distinction Merit,Distinction Double Merit,Triple Merit,Double Merit Pass,Merit Double Pass,Triple Pass
Rotherham,106955,Wickersley School and Sports College,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,106959,Swinton Community School,Community School,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,107366,Tong High School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Health Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,107366,Tong High School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,14,0,2,0,0,2,2,2,2,3,1
Bradford,107391,Queensbury School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,107423,St Bede's Catholic Grammar School,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,107440,Hanson School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,107440,Hanson School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,9,3,0,1,4,1,0,0,0,0,0
Kirklees,107783,St John Fisher Catholic High School,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leeds,108055,Lawnswood School,Community School,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leeds,108055,Lawnswood School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leeds,108059,"Carr Manor Community School, Specialist Sports College",Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,12,0,1,1,1,0,0,4,0,3,2
Leeds,108086,Bruntcliffe School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Health Studies,8,4,0,0,0,1,1,1,1,0,0
Leeds,108088,Wetherby High School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,34,0,1,0,3,3,4,9,5,2,7
Leeds,108091,Boston Spa School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,8,0,0,1,1,0,2,4,0,0,0
Leeds,108120,St John's Catholic School for the Deaf (Boston Spa),Non-Maintained Special School,Pearson BTEC Level 3 Extended Diploma,Multimedia,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leeds,108120,St John's Catholic School for the Deaf (Boston Spa),Non-Maintained Special School,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leeds,108120,St John's Catholic School for the Deaf (Boston Spa),Non-Maintained Special School,Pearson BTEC Level 3 Extended Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gateshead,108407,Heworth Grange Comprehensive School,Community School,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gateshead,108420,Emmanuel College,City Technology College,Pearson BTEC Level 3 Extended Diploma,Manufacturing Engineering,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Newcastle upon Tyne,108524,Walbottle Campus,Community School,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,8,1,2,2,1,2,0,0,0,0,0
Newcastle upon Tyne,108524,Walbottle Campus,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,16,6,2,1,1,3,0,1,1,1,0
Newcastle upon Tyne,108525,Walker Technology College,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Tyneside,108641,Churchill Community College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Health Studies,9,9,0,0,0,0,0,0,0,0,0
North Tyneside,108642,Monkseaton  High School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,21,2,2,3,1,4,2,2,4,1,0
Bath and North East Somerset,109374,King Edward's School,Independent School,Pearson BTEC Level 3 Extended Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bedford,109665,Hastingsbury Business & Enterprise College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Central Bedfordshire,109705,Manshead School,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bracknell Forest,110049,Edgbarrow School,Community School,Pearson BTEC Level 3 Extended Diploma,Health Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wokingham,110062,The Bulmershe School,Community School,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bracknell Forest,110069,Garth Hill College,Community School,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Slough,110078,Wexham School,Community School,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,6,0,1,1,1,3,0,0,0,0,0
Slough,110078,Wexham School,Community School,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,8,1,0,1,0,2,2,1,0,0,1
Slough,110078,Wexham School,Community School,Pearson BTEC Level 3 Extended Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Reading,110107,Blessed Hugh Faringdon Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Tourism,6,0,1,0,0,0,1,1,1,2,0
Windsor and Maidenhead,110167,Redroofs School for the Performing Arts,Independent School,Pearson BTEC Level 3 Extended Diploma,Acting: Music Theatre,7,0,0,0,1,0,2,1,3,0,0
Buckinghamshire,110488,The Grange School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,8,5,0,1,0,2,0,0,0,0,0
Buckinghamshire,110497,The Mandeville School,Community School,Pearson BTEC Level 3 Extended Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,110497,The Mandeville School,Community School,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,110497,The Mandeville School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Milton Keynes,110526,Stantonbury Campus,Foundation School,Pearson BTEC Level 3 Extended Diploma,Multimedia,8,2,0,0,0,3,0,0,2,1,0
Milton Keynes,110526,Stantonbury Campus,Foundation School,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,10,1,3,1,0,1,0,1,1,2,0
Milton Keynes,110526,Stantonbury Campus,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Milton Keynes,110531,Lord Grey School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Acting Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cheshire East,111402,Tytherington High School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cheshire East,111443,Wilmslow High School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,24,15,1,2,1,3,1,1,0,0,0
Halton,111457,Saints Peter and Paul Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Business Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Halton,111457,Saints Peter and Paul Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Health Studies,17,1,5,5,3,2,1,0,0,0,0
Halton,111457,Saints Peter and Paul Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,6,5,1,0,0,0,0,0,0,0,0
Cornwall,112041,Torpoint Community College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,7,1,0,1,2,1,1,0,1,0,0
Cornwall,112043,Helston Community College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Dance: General,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,112045,Budehaven Community School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,12,6,3,2,0,0,0,1,0,0,0
Cornwall,112061,Liskeard School and Community College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,112388,Millom School,Community School,Pearson BTEC Level 3 Extended Diploma,Health Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,112388,Millom School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,112451,Sedbergh School,Independent School,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derbyshire,112935,Wilsthorpe Community School,Community School,Pearson BTEC Level 3 Extended Diploma,Art & Design,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derbyshire,112939,Aldercar Community Language College,Community School,Pearson BTEC Level 3 Extended Diploma,Art & Design,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derby,112952,Derby Moor Community Sports College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Health Studies,13,1,0,1,4,2,1,2,0,1,1
Derby,112952,Derby Moor Community Sports College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derby,112952,Derby Moor Community Sports College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derbyshire,112957,Glossopdale Community College,Community School,Pearson BTEC Level 3 Extended Diploma,Health Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derbyshire,112968,Anthony Gell School,Voluntary Controlled School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derbyshire,112970,Buxton Community School,Voluntary Controlled School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derbyshire,113003,Abbotsholme School,Independent School,Pearson BTEC Level 3 Extended Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derbyshire,113003,Abbotsholme School,Independent School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Devon,113520,King Edward VI Community College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Acting: Music Theatre,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Devon,113520,King Edward VI Community College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Dance: General,10,6,2,2,0,0,0,0,0,0,0
Torbay,113526,Westlands School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Health Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,113533,Sir John Hunt Community Sports College,Community School,Pearson BTEC Level 3 Extended Diploma,Public Services,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,113533,Sir John Hunt Community Sports College,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Devon,113539,Tavistock College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Health Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,113552,Notre Dame RC School,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Devon,113573,Kelly College,Independent School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,7,4,0,1,0,0,0,2,0,0,0
Dorset,113852,The Sir John Colfox School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,9,2,0,0,0,0,1,0,0,3,3
Dorset,113874,The Grange School,Community School,Pearson BTEC Level 3 Extended Diploma,Business Studies,12,6,1,0,1,0,2,0,0,1,1
Dorset,113883,Queen Elizabeth's School,Voluntary Controlled School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,6,2,0,2,0,1,1,0,0,0,0
Dorset,113884,Beaminster School,Voluntary Controlled School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Dorset,113902,Budmouth College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,11,4,1,2,0,1,2,0,1,0,0
Poole,113907,Poole High School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,16,1,2,4,2,1,5,0,0,1,0
Dorset,113932,Milton Abbey School,Independent School,Pearson BTEC Level 3 Extended Diploma,Environmental Management,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Dorset,113932,Milton Abbey School,Independent School,Pearson BTEC Level 3 Extended Diploma,Hospitality / Catering Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Dorset,113932,Milton Abbey School,Independent School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,114287,Roseberry College & Sixth Form,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,114310,Durham Sixth Form Centre,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,30,5,2,3,8,3,8,0,1,0,0
County Durham,114311,Durham Community Business College for Technology and Enterprise,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,16,1,0,2,2,6,4,0,0,1,0
County Durham,114326,St Leonard's Roman Catholic Voluntary Aided Comprehensive School,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Business Studies,9,1,1,1,0,5,1,0,0,0,0
County Durham,114326,St Leonard's Roman Catholic Voluntary Aided Comprehensive School,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,114326,St Leonard's Roman Catholic Voluntary Aided Comprehensive School,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,114327,St Bede's Catholic Comprehensive School and Byron College,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Manufacturing Engineering,12,5,1,4,0,1,0,0,0,1,0
Brighton and Hove,114611,Cardinal Newman Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Business Studies,8,1,0,0,1,0,0,0,2,1,3
East Sussex,114657,Bede's Senior School,Independent School,Pearson BTEC Level 3 Extended Diploma,Dance: General,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,115322,Beauchamps High School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Business Studies,11,0,0,0,3,0,2,1,1,4,0
Essex,115375,Brentwood County High School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,7,0,1,0,0,0,1,1,2,1,1
Essex,115437,Guru Gobind Singh Khalsa College,Independent School,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,115437,Guru Gobind Singh Khalsa College,Independent School,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,8,0,5,3,0,0,0,0,0,0,0
Gloucestershire,115780,"The King's School, Gloucester",Independent School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,116515,Hampshire Collegiate School,Independent School,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,116521,Lord Wandsworth College,Independent School,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,116929,South Bromsgrove Community High School,Community School,Pearson BTEC Level 3 Extended Diploma,Health Studies,10,7,2,0,1,0,0,0,0,0,0
Worcestershire,117012,Bromsgrove School,Independent School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,9,7,2,0,0,0,0,0,0,0,0
Hertfordshire,117500,The Hemel Hempstead School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,117500,The Hemel Hempstead School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,117518,Barnwell School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,6,2,0,1,0,1,2,0,0,0,0
Hertfordshire,117528,The Cavendish School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,6,0,2,0,2,1,1,0,0,0,0
Hertfordshire,117530,The Nobel School,Community School,Pearson BTEC Level 3 Extended Diploma,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,117531,Turnford School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,9,1,0,0,2,2,1,3,0,0,0
Hertfordshire,117534,Marriotts School,Community School,Pearson BTEC Level 3 Extended Diploma,Dance: General,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,117577,The Bishop's Stortford High School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,118083,Wolfreton School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,118111,Bridlington School Sports College,Voluntary Controlled School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,7,5,1,0,0,1,0,0,0,0,0
"Kingston upon Hull, City of",118117,St Mary's College,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Art & Design,12,8,1,1,0,2,0,0,0,0,0
"Kingston upon Hull, City of",118117,St Mary's College,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Health Studies,6,0,1,2,0,2,1,0,0,0,0
"Kingston upon Hull, City of",118117,St Mary's College,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Multimedia,7,1,1,0,0,0,3,0,2,0,0
"Kingston upon Hull, City of",118117,St Mary's College,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,17,0,1,2,2,6,3,2,1,0,0
Kent,118793,Swadelands School,Community School,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,118793,Swadelands School,Community School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,118882,Aylesford School - Sports College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,14,3,0,0,0,0,2,9,0,0,0
Kent,118882,Aylesford School - Sports College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,118897,The Malling School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,9,5,0,0,1,1,2,0,0,0,0
Kent,118903,Hugh Christie Technology College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,118918,St Anselm's Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Health Studies,9,5,0,1,1,2,0,0,0,0,0
Kent,118918,St Anselm's Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,118919,St George's Church of England Foundation School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,118928,Northfleet Technology College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,6,5,0,0,1,0,0,0,0,0,0
Medway,118929,The Howard School,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,6,2,0,0,1,2,1,0,0,0,0
Kent,118930,Pent Valley Technology College,Foundation School,Pearson BTEC Level 3 Extended Diploma,Sports Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,118933,St John's Catholic Comprehensive,Voluntary Aided School,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
