"Number of students passing a BTEC 90 credit diploma by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Double Distinction Star,Distinction star Distinction,Double Distinction,Distinction Merit,Double Merit,Merit Pass,Double pass
West Sussex,130842,"Northbrook College, Sussex",General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,10,0,0,1,2,1,0,6
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,31,4,1,5,4,2,3,12
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,20,4,2,6,4,3,1,0
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,26,8,2,2,5,4,2,3
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,21,7,2,3,1,1,3,4
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,11,0,1,3,2,4,1,0
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),13,0,1,3,1,4,2,2
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,17,0,1,0,2,4,3,7
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,47,13,6,3,5,9,8,3
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,13,7,0,2,1,1,1,1
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,41,11,1,2,9,7,5,6
West Sussex,130843,Chichester College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,23,11,1,2,1,2,1,5
West Sussex,130845,Worthing College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,130845,Worthing College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,130845,Worthing College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,18,3,0,1,6,1,5,2
West Sussex,130845,Worthing College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,130845,Worthing College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,42,22,11,7,0,0,2,0
West Sussex,130847,The College of Richard Collyer In Horsham,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Swindon,130849,Swindon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,19,5,4,1,3,2,1,3
Swindon,130849,Swindon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,28,1,1,2,4,8,7,5
Swindon,130849,Swindon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,18,4,0,2,3,2,4,3
Swindon,130849,Swindon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,28,0,0,1,3,4,7,13
Swindon,130849,Swindon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,13,1,1,1,2,2,1,5
Swindon,130849,Swindon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,18,2,5,1,3,2,2,3
Swindon,130849,Swindon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,7,0,0,0,3,1,1,2
Swindon,130849,Swindon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,23,3,1,0,3,0,3,13
Swindon,130849,Swindon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,25,4,0,2,1,0,4,14
Swindon,130849,Swindon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Stage Management,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Swindon,130849,Swindon College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,14,2,0,1,1,2,1,7
Swindon,130851,New College Swindon,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,23,2,1,3,1,7,5,4
Swindon,130851,New College Swindon,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Swindon,130851,New College Swindon,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Swindon,130851,New College Swindon,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130909,Dixons City Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Westminster,130912,Paddington Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Business Studies,11,2,1,2,1,3,2,0
Westminster,130912,Paddington Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Westminster,130912,Paddington Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Liverpool,131065,North Liverpool Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Liverpool,131065,North Liverpool Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Bristol, City of",131094,City of Bristol College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Bristol, City of",131094,City of Bristol College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,18,0,1,1,3,4,2,7
"Bristol, City of",131094,City of Bristol College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,11,2,2,1,2,1,0,3
"Bristol, City of",131094,City of Bristol College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Bristol, City of",131094,City of Bristol College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,7,2,1,1,2,0,0,1
"Bristol, City of",131094,City of Bristol College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Bristol, City of",131094,City of Bristol College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Bristol, City of",131094,City of Bristol College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Bristol, City of",131094,City of Bristol College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Bristol, City of",131094,City of Bristol College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southend-on-Sea,131146,Chase High School,Foundation School,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Westminster,131262,Westminster Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Ealing,131310,Elthorne Park High School,Community School,Pearson BTEC Level 3 90-credit Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,131360,Magnus CofE School,Foundation School,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,131360,Magnus CofE School,Foundation School,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southwark,131747,Harris Academy Bermondsey,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,131859,East Durham College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,8,0,2,0,2,2,0,2
County Durham,131859,East Durham College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,8,0,1,1,3,0,2,1
County Durham,131859,East Durham College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,131859,East Durham College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,7,0,0,0,1,2,3,1
County Durham,131859,East Durham College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,131859,East Durham College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,10,1,2,1,2,1,1,2
County Durham,131859,East Durham College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,6,2,2,1,1,0,0,0
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,6,0,0,1,2,1,2,0
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,78,4,6,10,14,11,21,12
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,19,3,3,1,0,5,6,1
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,22,3,2,1,4,2,5,5
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,38,12,1,3,1,7,7,7
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,55,15,9,9,3,7,5,7
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,12,1,1,0,2,3,3,2
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,35,1,0,0,1,5,6,22
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,60,11,10,4,5,14,8,8
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,25,3,4,3,1,2,3,9
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Harrow,131864,Harrow College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,15,0,0,2,3,3,4,3
Harrow,131864,Harrow College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,16,2,1,2,1,3,5,2
Harrow,131864,Harrow College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,14,8,3,3,0,0,0,0
Harrow,131864,Harrow College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,11,4,2,2,0,0,2,1
Harrow,131864,Harrow College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,14,1,2,3,1,1,4,2
Harrow,131864,Harrow College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,17,0,0,2,3,6,5,1
Harrow,131864,Harrow College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Harrow,131864,Harrow College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,7,1,2,1,1,1,1,0
Harrow,131864,Harrow College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,10,0,0,0,1,2,1,6
Bolton,131867,Bolton Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northumberland,132189,Blyth Community College,Community School,Pearson BTEC Level 3 90-credit Diploma,Health Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northumberland,132189,Blyth Community College,Community School,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Agriculture (General),13,2,2,1,3,2,3,0
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,41,4,2,3,6,5,7,14
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,49,11,3,5,6,11,3,10
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,54,13,4,5,7,5,4,16
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Environmental Management,9,1,0,1,1,0,2,4
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Farm Machinery: Operation / Maintenance / Repair,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,76,34,10,8,1,1,5,17
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Horticulture (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,50,3,0,2,5,5,9,26
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),6,0,0,1,0,1,0,4
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,47,4,0,2,5,8,7,21
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,21,1,1,1,2,4,4,8
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,45,0,1,4,2,3,4,31
Wiltshire,132779,Wiltshire College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,18,8,2,2,1,0,0,5
Thurrock,133114,The Gateway Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Haringey,133386,Greig City Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Haringey,133386,Greig City Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Haringey,133386,Greig City Academy,Sponsored Academy,Pearson BTEC Level 3 90-credit Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
