"Number of students entered for an extended project (diploma) by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution type,Qualification,Subject,Number entered,Grade A*,Grade A,Grade B,Grade C,Grade D,Grade E,No results
Wokingham,136880,The Holt School,Converter Academy,Extended Project (Diploma),Study Skills,11,2,5,3,1,0,0,0
Wandsworth,136883,Chestnut Grove School,Converter Academy,Extended Project (Diploma),Study Skills,9,0,2,1,1,3,0,2
Buckinghamshire,136884,Aylesbury Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,37,13,14,7,3,0,0,0
Walsall,136885,Barr Beacon School,Converter Academy,Extended Project (Diploma),Study Skills,25,7,14,2,2,0,0,0
Staffordshire,136886,Erasmus Darwin Academy,Converter Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wokingham,136891,The Piggott School,Converter Academy,Extended Project (Diploma),Study Skills,9,0,2,3,1,1,0,2
Wirral,136895,The Oldershaw Academy,Converter Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,136896,Rossett School,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,136898,Haybridge High School and Sixth Form,Converter Academy,Extended Project (Diploma),Study Skills,36,3,8,4,8,7,6,0
Hertfordshire,136899,Parmiter's School,Converter Academy,Extended Project (Diploma),Study Skills,33,27,2,4,0,0,0,0
Blackburn with Darwen,136900,St Wilfrid's Church of England Academy,Converter Academy,Extended Project (Diploma),Study Skills,26,0,2,14,6,4,0,0
Hertfordshire,136901,St Clement Danes School,Converter Academy,Extended Project (Diploma),Study Skills,22,9,9,2,2,0,0,0
Cumbria,136902,Keswick School,Converter Academy,Extended Project (Diploma),Study Skills,18,0,5,7,3,2,0,1
Bradford,136905,Ilkley Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,22,9,10,2,1,0,0,0
Surrey,136906,George Abbot School,Converter Academy,Extended Project (Diploma),Study Skills,34,7,11,7,3,2,3,1
Warwickshire,136907,Myton School,Converter Academy,Extended Project (Diploma),Study Skills,13,5,2,1,2,1,0,2
Wiltshire,136911,Royal Wootton Bassett Academy,Converter Academy,Extended Project (Diploma),Study Skills,19,0,6,9,1,2,0,1
Devon,136912,Honiton Community College,Converter Academy,Extended Project (Diploma),Study Skills,6,1,3,1,0,1,0,0
Sutton,136914,Glenthorne High School,Converter Academy,Extended Project (Diploma),Study Skills,15,1,3,8,2,0,0,1
Hertfordshire,136922,Yavneh College,Converter Academy,Extended Project (Diploma),Study Skills,6,5,1,0,0,0,0,0
Worcestershire,136924,Woodrush Community High School,Converter Academy,Extended Project (Diploma),Study Skills,9,3,1,0,2,3,0,0
Worcestershire,136925,Pershore High School,Converter Academy,Extended Project (Diploma),Study Skills,9,0,4,1,1,2,1,0
Worcestershire,136927,Droitwich Spa High School and Sixth Form Centre,Converter Academy,Extended Project (Diploma),Study Skills,8,0,4,1,0,0,1,2
Walsall,136933,Black Country UTC,Free School - University Technical College,Extended Project (Diploma),Study Skills,20,2,3,5,6,2,2,0
Staffordshire,136959,The Cheadle Academy,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,136960,Chipping Campden School,Converter Academy,Extended Project (Diploma),Study Skills,29,6,9,4,6,1,2,1
Coventry,136963,Finham Park School,Converter Academy,Extended Project (Diploma),Study Skills,17,2,4,5,4,1,0,1
Buckinghamshire,136964,Great Marlow School,Converter Academy,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bath and North East Somerset,136966,Hayesfield Girls School,Converter Academy,Extended Project (Diploma),Study Skills,19,2,4,7,2,2,2,0
Suffolk,136969,Kesgrave High School,Converter Academy,Extended Project (Diploma),Study Skills,20,4,7,3,4,1,1,0
County Durham,136971,Park View School,Converter Academy,Extended Project (Diploma),Study Skills,84,0,6,19,10,23,17,9
Derbyshire,136972,Queen Elizabeth's Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,136973,Roundwood Park School,Converter Academy,Extended Project (Diploma),Study Skills,9,1,4,0,2,1,0,1
Cambridgeshire,136974,Sawtry Community College,Converter Academy,Extended Project (Diploma),Study Skills,17,0,3,1,3,5,3,2
Swindon,136980,St Joseph's Catholic College,Converter Academy,Extended Project (Diploma),Study Skills,11,2,3,1,1,0,2,2
Gloucestershire,136982,St Peter's Catholic High School and Sixth Form Centre,Converter Academy,Extended Project (Diploma),Study Skills,7,1,1,1,3,0,1,0
Warwickshire,136986,The Coleshill School,Converter Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,136990,Bury St Edmunds County Upper School,Converter Academy,Extended Project (Diploma),Study Skills,18,7,4,4,3,0,0,0
Cambridgeshire,136992,Longsands Academy,Converter Academy,Extended Project (Diploma),Study Skills,16,3,3,2,6,2,0,0
East Riding of Yorkshire,136995,Beverley Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,28,1,9,6,5,2,4,1
Bournemouth,136996,Bournemouth School for Girls,Converter Academy,Extended Project (Diploma),Study Skills,19,7,5,4,2,1,0,0
Suffolk,136998,Bungay High School,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Somerset,137000,Churchill Academy,Converter Academy,Extended Project (Diploma),Study Skills,15,0,10,5,0,0,0,0
Hertfordshire,137002,Freman College,Converter Academy,Extended Project (Diploma),Study Skills,7,3,2,1,1,0,0,0
Surrey,137003,Fullbrook School,Converter Academy,Extended Project (Diploma),Study Skills,8,3,4,1,0,0,0,0
Wandsworth,137005,Graveney School,Converter Academy,Extended Project (Diploma),Study Skills,17,9,4,3,0,1,0,0
Bromley,137006,Langley Park School for Girls,Converter Academy,Extended Project (Diploma),Study Skills,13,1,2,3,0,5,2,0
Wakefield,137011,"Minsthorpe Community College, A Specialist Science College",Converter Academy,Extended Project (Diploma),Study Skills,23,0,0,3,4,5,6,5
Essex,137013,Notley High School and Braintree Sixth Form,Converter Academy,Extended Project (Diploma),Study Skills,19,4,3,6,4,0,0,2
Harrow,137028,Nower Hill High School,Converter Academy,Extended Project (Diploma),Study Skills,24,4,15,4,0,1,0,0
Birmingham,137034,Holyhead School,Converter Academy,Extended Project (Diploma),Study Skills,6,1,0,2,2,1,0,0
Hertfordshire,137038,Verulam School,Converter Academy,Extended Project (Diploma),Study Skills,9,0,0,7,1,1,0,0
Havering,137040,The Campion School,Converter Academy,Extended Project (Diploma),Study Skills,60,0,0,52,5,0,0,3
Birmingham,137043,King Edward VI Aston School,Converter Academy,Extended Project (Diploma),Study Skills,22,8,5,7,1,0,0,1
Birmingham,137044,King Edward VI Camp Hill School for Girls,Converter Academy,Extended Project (Diploma),Study Skills,71,21,25,16,4,0,0,5
Birmingham,137045,King Edward VI Camp Hill School for Boys,Converter Academy,Extended Project (Diploma),Study Skills,19,8,5,3,0,0,0,3
Birmingham,137046,King Edward VI Five Ways School,Converter Academy,Extended Project (Diploma),Study Skills,27,9,6,8,3,0,0,1
Birmingham,137047,King Edward VI Handsworth School,Converter Academy,Extended Project (Diploma),Study Skills,30,11,14,5,0,0,0,0
Essex,137048,Mayflower High School,Converter Academy,Extended Project (Diploma),Study Skills,91,31,27,18,12,1,1,1
Milton Keynes,137052,Ousedale School,Converter Academy,Extended Project (Diploma),Study Skills,11,4,4,1,1,1,0,0
Suffolk,137055,Sir John Leman High School,Converter Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kingston upon Thames,137060,Tolworth Girls' School & Sixth Form,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Harrow,137075,Park High School,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hillingdon,137077,Rosedale College,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hillingdon,137078,Hewens College,Converter Academy,Extended Project (Diploma),Study Skills,6,1,0,2,3,0,0,0
Peterborough,137082,Nene Park Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,19,0,4,2,1,5,2,5
Peterborough,137084,The Voyager Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,137087,Campion School,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,137089,Caroline Chisholm School,Converter Academy,Extended Project (Diploma),Study Skills,54,5,7,9,12,9,9,3
Hertfordshire,137090,The Chauncy School,Converter Academy,Extended Project (Diploma),Study Skills,11,4,4,2,1,0,0,0
Buckinghamshire,137091,Chesham Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,25,9,13,3,0,0,0,0
Norfolk,137092,Diss High School,Converter Academy,Extended Project (Diploma),Study Skills,11,2,1,1,3,2,2,0
Lambeth,137093,Dunraven School,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,137097,Farmor's School,Converter Academy,Extended Project (Diploma),Study Skills,17,1,4,6,2,2,1,1
Kent,137099,Gravesend Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,137101,Hanley Castle High School,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,137104,Hillview School for Girls,Converter Academy,Extended Project (Diploma),Study Skills,28,0,0,9,12,3,4,0
Derbyshire,137109,Ormiston Ilkeston Enterprise Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,7,0,1,3,3,0,0,0
Hertfordshire,137110,Longdean School,Converter Academy,Extended Project (Diploma),Study Skills,13,8,4,1,0,0,0,0
Nottinghamshire,137112,South Nottinghamshire Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,8,0,0,0,1,1,3,3
Nottinghamshire,137117,Retford Oaks Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,137123,Marling School,Converter Academy,Extended Project (Diploma),Study Skills,22,2,7,8,2,1,0,2
Devon,137124,Newton Abbot College,Converter Academy,Extended Project (Diploma),Study Skills,7,0,1,1,3,2,0,0
Barnet,137131,Queen Elizabeth's Girls' School,Converter Academy,Extended Project (Diploma),Study Skills,6,2,2,2,0,0,0,0
Oldham,137133,The Blue Coat CofE School,Converter Academy,Extended Project (Diploma),Study Skills,17,2,1,3,6,0,0,5
Surrey,137137,Rydens Enterprise School and Sixth Form College,Converter Academy,Extended Project (Diploma),Study Skills,34,3,5,6,9,6,4,1
North Yorkshire,137139,St Aidan's Church of England High School,Converter Academy,Extended Project (Diploma),Study Skills,25,7,11,6,1,0,0,0
Oxfordshire,137140,King Alfred's,Converter Academy,Extended Project (Diploma),Study Skills,10,1,4,4,0,0,0,1
Havering,137145,St Edward's Church of England School & Sixth Form College,Converter Academy,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,137152,Ormiston Rivers Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,8,2,1,3,0,0,2,0
County Durham,137153,Teesdale School,Converter Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,137154,The Abbey School,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,137158,The Manor Academy,Converter Academy,Extended Project (Diploma),Study Skills,8,0,0,1,4,1,2,0
Nottinghamshire,137159,The National CofE Academy,Converter Academy,Extended Project (Diploma),Study Skills,33,2,17,10,0,1,2,1
Swindon,137160,The Ridgeway School & Sixth Form College,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicestershire,137161,The Robert Smyth Academy,Converter Academy,Extended Project (Diploma),Study Skills,9,2,3,0,0,1,1,2
Worcestershire,137162,The Stourport High School and Sixth Form Centre,Converter Academy,Extended Project (Diploma),Study Skills,20,4,2,7,2,4,1,0
Dorset,137163,The Thomas Hardye School,Converter Academy,Extended Project (Diploma),Study Skills,43,14,7,7,10,3,1,1
Lincolnshire,137166,"The King's School, Grantham",Converter Academy,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,137167,Trinity High School and Sixth Form Centre,Converter Academy,Extended Project (Diploma),Study Skills,8,0,1,1,3,1,1,1
Wirral,137171,Wirral Grammar School for Girls,Converter Academy,Extended Project (Diploma),Study Skills,41,3,20,7,7,3,0,1
Devon,137176,Coombeshead Academy,Converter Academy,Extended Project (Diploma),Study Skills,11,4,2,4,1,0,0,0
Harrow,137177,Harrow High School,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Harrow,137178,Bentley Wood High School,Converter Academy,Extended Project (Diploma),Study Skills,17,1,7,2,5,2,0,0
Worcestershire,137186,Dyson Perrins CofE Sports College,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,137187,Ernulf Academy,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Harrow,137198,Rooks Heath High School,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Harrow,137199,Canons High School,Converter Academy,Extended Project (Diploma),Study Skills,13,2,2,3,5,1,0,0
Harrow,137204,Hatch End High School,Converter Academy,Extended Project (Diploma),Study Skills,16,7,4,4,1,0,0,0
Cumbria,137205,Dallam School,Converter Academy,Extended Project (Diploma),Study Skills,27,0,1,1,3,4,4,14
Plymouth,137206,Tor Bridge High,Converter Academy,Extended Project (Diploma),Study Skills,7,0,0,0,2,2,1,2
Lincolnshire,137213,Carre's Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,32,6,3,11,2,3,3,4
Buckinghamshire,137219,Dr Challoner's High School,Converter Academy,Extended Project (Diploma),Study Skills,40,8,18,8,3,0,1,2
Ealing,137221,Drayton Manor High School,Converter Academy,Extended Project (Diploma),Study Skills,25,1,5,3,6,4,2,4
Cornwall,137223,Falmouth School,Converter Academy,Extended Project (Diploma),Study Skills,9,3,2,0,2,1,1,0
Hertfordshire,137224,Mount Grace School,Converter Academy,Extended Project (Diploma),Study Skills,9,0,0,0,3,1,1,4
Coventry,137225,The Westwood Academy,Converter Academy,Extended Project (Diploma),Study Skills,10,0,0,0,1,2,4,3
Kent,137227,Wilmington Grammar School for Boys,Converter Academy,Extended Project (Diploma),Study Skills,92,0,1,8,25,40,14,4
Wiltshire,137230,Warminster Kingdown,Converter Academy,Extended Project (Diploma),Study Skills,6,1,1,2,2,0,0,0
Warwickshire,137235,Stratford Girls' Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,100,36,41,17,2,3,1,0
Essex,137240,The Sandon School,Converter Academy,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wirral,137243,West Kirby Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,16,4,10,1,1,0,0,0
Kent,137250,Wilmington Grammar School for Girls,Converter Academy,Extended Project (Diploma),Study Skills,7,0,2,0,4,1,0,0
Cumbria,137251,Appleby Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,7,0,0,1,2,3,0,1
Cumbria,137252,William Howard School,Converter Academy,Extended Project (Diploma),Study Skills,13,0,2,6,1,1,2,1
Buckinghamshire,137256,Sir William Ramsay School,Converter Academy,Extended Project (Diploma),Study Skills,7,0,1,2,2,0,2,0
Slough,137259,Baylis Court School,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,137260,Chelmer Valley High School,Converter Academy,Extended Project (Diploma),Study Skills,40,3,5,5,7,9,11,0
West Sussex,137263,Hazelwick School,Converter Academy,Extended Project (Diploma),Study Skills,12,1,5,4,2,0,0,0
Bracknell Forest,137267,Ranelagh School,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,137270,Sir John Lawes School,Converter Academy,Extended Project (Diploma),Study Skills,16,5,7,2,2,0,0,0
Coventry,137272,Blue Coat Church of England School and Music College,Converter Academy,Extended Project (Diploma),Study Skills,28,5,11,6,1,0,1,4
Walsall,137274,The Mirus Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Somerset,137285,The Blue School,Converter Academy,Extended Project (Diploma),Study Skills,19,6,5,3,3,1,1,0
Hertfordshire,137288,Hitchin Girls' School,Converter Academy,Extended Project (Diploma),Study Skills,18,7,4,5,1,0,0,1
Trafford,137289,Altrincham Grammar School for Girls,Converter Academy,Extended Project (Diploma),Study Skills,144,17,43,36,19,4,1,24
Oldham,137294,The Crompton House Church of England Academy,Converter Academy,Extended Project (Diploma),Study Skills,16,0,2,6,2,2,3,1
Kingston upon Thames,137299,Richard Challoner School,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warwickshire,137302,King Edward VI School,Converter Academy,Extended Project (Diploma),Study Skills,15,8,5,0,1,1,0,0
East Riding of Yorkshire,137306,Hessle High School and Sixth Form College,Converter Academy,Extended Project (Diploma),Study Skills,12,3,2,4,3,0,0,0
Wiltshire,137308,Malmesbury School,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Manchester,137309,The King David High School,Converter Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southend-on-Sea,137310,St Thomas More High School,Converter Academy,Extended Project (Diploma),Study Skills,13,0,4,1,5,0,0,3
Southend-on-Sea,137312,St Bernard's High School,Converter Academy,Extended Project (Diploma),Study Skills,6,2,1,1,2,0,0,0
Somerset,137313,Sexey's School,Converter Academy,Extended Project (Diploma),Study Skills,11,1,1,4,4,1,0,0
East Riding of Yorkshire,137316,Goole High School,Converter Academy,Extended Project (Diploma),Study Skills,6,0,0,0,1,5,0,0
Nottinghamshire,137319,Tuxford Academy,Converter Academy,Extended Project (Diploma),Study Skills,13,3,2,3,2,2,1,0
Suffolk,137321,Felixstowe Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Camden,137333,CATS College London,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,137339,St Albans Girls' School,Converter Academy,Extended Project (Diploma),Study Skills,10,4,2,1,1,0,0,2
Rutland,137340,Casterton Business & Enterprise College,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,137344,Royal Latin School,Converter Academy,Extended Project (Diploma),Study Skills,14,7,3,2,2,0,0,0
Hampshire,137345,Oaklands Catholic School,Converter Academy,Extended Project (Diploma),Study Skills,13,5,2,2,2,0,1,1
Birmingham,137346,Hillcrest School A Specialist Maths and Computing College and Sixth Form Centre,Converter Academy,Extended Project (Diploma),Study Skills,9,3,2,3,0,0,0,1
Bournemouth,137349,St Peter's Catholic Comprehensive School,Converter Academy,Extended Project (Diploma),Study Skills,13,2,7,4,0,0,0,0
Kirklees,137352,Shelley College,Converter Academy,Extended Project (Diploma),Study Skills,46,0,2,5,6,11,5,17
Westminster,137353,The St Marylebone CofE School,Converter Academy,Extended Project (Diploma),Study Skills,14,2,5,3,4,0,0,0
Buckinghamshire,137355,Waddesdon Church of England School,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,137357,Wallingford School,Converter Academy,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gateshead,137360,Whickham School,Converter Academy,Extended Project (Diploma),Study Skills,41,2,8,13,8,4,0,6
Cumbria,137369,Trinity School,Converter Academy,Extended Project (Diploma),Study Skills,12,2,1,4,5,0,0,0
Buckinghamshire,137372,Princes Risborough,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,137375,St Augustine's Catholic College,Converter Academy,Extended Project (Diploma),Study Skills,7,1,2,3,1,0,0,0
Medway,137376,The Thomas Aveling School,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,137377,"Abbey College, Ramsey",Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,137384,Cannock Chase High School,Converter Academy,Extended Project (Diploma),Study Skills,9,0,1,3,2,2,1,0
Medway,137389,Chatham Grammar School for Girls,Converter Academy,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hillingdon,137407,Bishop Ramsey Church of England School,Converter Academy,Extended Project (Diploma),Study Skills,23,4,2,1,7,3,1,5
Nottinghamshire,137409,The Becket School,Converter Academy,Extended Project (Diploma),Study Skills,15,4,7,3,0,1,0,0
Redbridge,137418,The Ursuline Academy Ilford,Converter Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,137421,Accrington St Christopher's Church of England High School,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,137424,Batley Girls' High School - Visual Arts College,Converter Academy,Extended Project (Diploma),Study Skills,7,0,2,2,0,1,1,1
Sefton,137436,Formby High School,Converter Academy,Extended Project (Diploma),Study Skills,18,1,4,4,7,2,0,0
"Bristol, City of",137440,Cotham School,Converter Academy,Extended Project (Diploma),Study Skills,12,0,2,0,2,3,1,4
Hackney,137442,Clapton Girls' Academy,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Calderdale,137444,Rastrick High School,Converter Academy,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Telford and Wrekin,137446,Adams' Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,20,5,4,6,3,2,0,0
Lincolnshire,137447,Lincoln Christ's Hospital School,Converter Academy,Extended Project (Diploma),Study Skills,7,1,0,1,2,1,0,2
Cheshire East,137449,Holmes Chapel Comprehensive School,Converter Academy,Extended Project (Diploma),Study Skills,9,1,0,1,5,2,0,0
Bournemouth,137452,Bournemouth School,Converter Academy,Extended Project (Diploma),Study Skills,20,8,2,6,1,1,1,1
Northumberland,137457,Cramlington Learning Village,Converter Academy,Extended Project (Diploma),Study Skills,30,3,6,4,7,1,1,8
Kent,137458,Brockhill Park Performing Arts College,Converter Academy,Extended Project (Diploma),Study Skills,12,0,0,2,4,3,2,1
Norfolk,137461,Wymondham High Academy Trust,Converter Academy,Extended Project (Diploma),Study Skills,6,1,2,2,0,0,0,1
Central Bedfordshire,137462,Cedars Upper School,Converter Academy,Extended Project (Diploma),Study Skills,16,0,3,4,4,1,2,2
West Berkshire,137465,St Bartholomew's School,Converter Academy,Extended Project (Diploma),Study Skills,16,1,5,5,4,0,1,0
Greenwich,137473,Corelli College,Converter Academy,Extended Project (Diploma),Study Skills,10,0,1,5,3,1,0,0
Kent,137474,Barton Court Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,54,6,15,18,10,2,1,2
Wirral,137476,Wirral Grammar School for Boys,Converter Academy,Extended Project (Diploma),Study Skills,43,14,18,10,1,0,0,0
Kent,137484,Homewood School and Sixth Form Centre,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cheshire East,137491,Sandbach School,Free School - Mainstream,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sefton,137514,Chesterfield High School,Converter Academy,Extended Project (Diploma),Study Skills,6,0,4,1,1,0,0,0
Essex,137515,Colchester County High School for Girls,Converter Academy,Extended Project (Diploma),Study Skills,26,15,7,2,0,0,0,2
Sefton,137520,Maghull High School,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Calderdale,137521,The Brooksbank School,Converter Academy,Extended Project (Diploma),Study Skills,16,2,0,1,4,5,1,3
Bedford,137522,Wootton Upper School,Converter Academy,Extended Project (Diploma),Study Skills,32,4,4,10,3,3,0,8
Bath and North East Somerset,137523,Wellsway School,Converter Academy,Extended Project (Diploma),Study Skills,15,3,4,6,2,0,0,0
Doncaster,137524,Danum Academy,Converter Academy,Extended Project (Diploma),Study Skills,13,2,0,2,7,1,0,1
Haringey,137531,Alexandra Park School,Converter Academy,Extended Project (Diploma),Study Skills,6,2,0,2,2,0,0,0
Hertfordshire,137532,Goffs School,Converter Academy,Extended Project (Diploma),Study Skills,16,1,7,6,1,1,0,0
Sefton,137533,Deyes High School,Converter Academy,Extended Project (Diploma),Study Skills,26,15,4,4,2,0,0,1
Ealing,137546,Twyford Church of England High School,Converter Academy,Extended Project (Diploma),Study Skills,18,9,6,3,0,0,0,0
Bath and North East Somerset,137548,Writhlington School,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,137553,The Weston Road Academy,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Waltham Forest,137558,Highams Park School,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,137564,Burnham Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,6,0,2,2,2,0,0,0
Northumberland,137598,Berwick Academy,Converter Academy,Extended Project (Diploma),Study Skills,17,0,3,6,3,1,2,2
Doncaster,137603,Ridgewood School,Converter Academy,Extended Project (Diploma),Study Skills,11,3,5,3,0,0,0,0
Derbyshire,137606,Heanor Gate Science College,Converter Academy,Extended Project (Diploma),Study Skills,9,1,4,2,1,1,0,0
Kent,137609,Saint George's Church of England School,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sefton,137612,Range High School,Converter Academy,Extended Project (Diploma),Study Skills,7,1,2,0,4,0,0,0
Northamptonshire,137613,Manor School Sports College,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,137614,Moulton School and Science College,Converter Academy,Extended Project (Diploma),Study Skills,18,2,6,3,3,3,0,1
Hounslow,137618,Feltham Community College,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,137619,Philip Morant School and College,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Darlington,137622,Carmel College,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,137625,The Chase,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hillingdon,137633,Bishopshalt School,Converter Academy,Extended Project (Diploma),Study Skills,15,0,1,2,5,2,2,3
