"Number of students passing a BTEC subsidiary diploma (with a single grade structure) by institution, subject and grade achieved",,,,,,,,,,
,,,,,,,Grade achieved,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Distinction *,Distinction,Merit,Pass
Plymouth,130649,City College Plymouth,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,3,Supp,Supp,Supp,Supp
Plymouth,130650,Plymouth College of Art,"Art, Design and Performing Art College",Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,1,Supp,Supp,Supp,Supp
Devon,130651,Bicton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Agriculture (General),3,Supp,Supp,Supp,Supp
Devon,130651,Bicton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Animal Husbandry: Specific Animals,3,Supp,Supp,Supp,Supp
Devon,130651,Bicton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Horses / Ponies Keeping,2,Supp,Supp,Supp,Supp
Devon,130651,Bicton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,4,Supp,Supp,Supp,Supp
Devon,130651,Bicton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,1,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,4,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,12,0,0,1,11
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Beauty Therapy,1,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,7,0,2,0,5
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,2,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,3,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,8,0,1,0,7
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,14,4,1,2,7
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,1,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),25,1,3,14,7
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,13,2,1,0,10
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,4,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Poole,130652,The Bournemouth and Poole College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,8,0,1,2,5
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,6,4,1,0,1
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,19,7,0,6,6
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Building / Construction Operations (General / Combined),7,3,2,2,0
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,4,Supp,Supp,Supp,Supp
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,2,Supp,Supp,Supp,Supp
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,25,6,5,8,6
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,14,3,1,5,5
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),5,Supp,Supp,Supp,Supp
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),3,Supp,Supp,Supp,Supp
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,11,1,0,2,8
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,10,7,0,3,0
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,15,0,2,2,11
Dorset,130653,Weymouth College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,19,1,3,6,9
Dorset,130655,Kingston Maurward College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Agriculture (General),1,Supp,Supp,Supp,Supp
Dorset,130655,Kingston Maurward College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Animal Husbandry: Specific Animals,1,Supp,Supp,Supp,Supp
Dorset,130655,Kingston Maurward College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp
Dorset,130655,Kingston Maurward College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Floristry,6,4,0,1,1
Darlington,130656,Darlington College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,1,Supp,Supp,Supp,Supp
Darlington,130656,Darlington College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,13,1,0,0,12
Darlington,130656,Darlington College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,10,2,1,4,3
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,1,Supp,Supp,Supp,Supp
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,9,0,0,3,6
County Durham,130657,Bishop Auckland College,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,2,Supp,Supp,Supp,Supp
County Durham,130658,Derwentside College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp
County Durham,130658,Derwentside College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,8,0,1,2,5
County Durham,130658,Derwentside College,Tertiary College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,3,Supp,Supp,Supp,Supp
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,6,0,0,2,4
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Building / Construction Operations (General / Combined),2,Supp,Supp,Supp,Supp
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,4,Supp,Supp,Supp,Supp
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,13,6,3,0,4
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,5,Supp,Supp,Supp,Supp
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,7,1,0,4,2
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,9,4,3,0,2
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,3,Supp,Supp,Supp,Supp
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,9,0,2,3,4
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,8,0,5,3,0
County Durham,130659,New College Durham,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,3,Supp,Supp,Supp,Supp
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,6,1,2,3,0
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,11,5,1,1,4
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,4,Supp,Supp,Supp,Supp
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,7,2,1,2,2
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,16,4,1,4,7
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,6,2,0,4,0
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,19,3,3,6,7
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,39,3,9,8,19
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),9,1,1,3,4
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),17,6,0,2,9
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Photography,15,2,3,5,5
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,19,3,2,5,9
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,36,2,2,14,18
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,2,Supp,Supp,Supp,Supp
Brighton and Hove,130663,City College Brighton and Hove,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,1,Supp,Supp,Supp,Supp
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,3,Supp,Supp,Supp,Supp
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,24,5,2,7,10
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,6,0,0,1,5
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp
East Sussex,130665,Sussex Coast College Hastings,General Further Education College,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),8,0,2,4,2
East Sussex,130667,Plumpton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Agriculture (General),14,1,0,3,10
East Sussex,130667,Plumpton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Animal Husbandry: Specific Animals,31,3,3,13,12
East Sussex,130667,Plumpton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Arboriculture,6,1,1,3,1
East Sussex,130667,Plumpton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Environmental Management,6,1,0,2,3
East Sussex,130667,Plumpton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Farm Machinery: Operation / Maintenance / Repair,4,Supp,Supp,Supp,Supp
East Sussex,130667,Plumpton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Farriery,3,Supp,Supp,Supp,Supp
East Sussex,130667,Plumpton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Horses / Ponies Keeping,9,2,1,0,6
East Sussex,130667,Plumpton College,Agriculture and Horticulture College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,6,0,0,1,5
Brighton and Hove,130668,Varndean College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,7,4,1,2,0
Brighton and Hove,130668,Varndean College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,13,3,2,2,6
Brighton and Hove,130668,Varndean College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,17,0,3,6,8
Brighton and Hove,130668,Varndean College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,10,4,0,4,2
Brighton and Hove,130668,Varndean College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Environmental Conservation / Policies,3,Supp,Supp,Supp,Supp
Brighton and Hove,130668,Varndean College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,9,1,1,4,3
Brighton and Hove,130668,Varndean College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,1,Supp,Supp,Supp,Supp
Brighton and Hove,130668,Varndean College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,16,2,3,6,5
Brighton and Hove,130668,Varndean College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,18,0,2,13,3
Brighton and Hove,130668,Varndean College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,38,5,4,14,15
Brighton and Hove,130669,Brighton Hove and Sussex Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,1,Supp,Supp,Supp,Supp
Brighton and Hove,130669,Brighton Hove and Sussex Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,13,9,2,2,0
Brighton and Hove,130669,Brighton Hove and Sussex Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Law / Legal Studies,21,19,0,2,0
Brighton and Hove,130669,Brighton Hove and Sussex Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,22,15,4,2,1
Brighton and Hove,130669,Brighton Hove and Sussex Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,32,15,8,8,1
East Sussex,130670,Bexhill College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,9,2,0,4,3
